Gulf Packaging Systems Company, 0126360099, 0126080506, hr1@gulf-pack.com
Gulf Packaging Systems Company, 0126360099, 0126080506, hr1@gulf-pack.com
Gulf Packaging Systems Company, 0126360099, 0126080506, hr1@gulf-pack.com
Gulf Packaging Systems Company, 0126360099, 0126080506, hr1@gulf-pack.com
Gulf Salt Industries Company, 0138122258, 0138122259, squntar@gulfsalt.com
International Water Distribution Company Limited, 0163220028, 063220028, rgelaish@tawzea.com
International Company for Food Industries, 0126484119, 026484119, agadalla@savola.com
International Refreshments Co. Ltd, 0112018888, 0112011188, saad.saqeralenazy@pepsico.com
Rapid International Petrochemical Company Limited, 0126371175, 026371175, abdulrahman@dadcoltd.com
Saudi Jordanian Engineering Industries Company, 0114982009, 0114983415, tsajco@hotmail.com
Saudi German Co. For Ballasts Industry , 0126080766, 026080766, info@sgbrake.com
Saudi American Company Limited, 0114982312, 0114982316, infosaclf@yahoo.com
Saudi American Company Limited, 0114982312, 0114982316, sac20101@hotmail.com
Saudi German Co. for Non-Quarantined Products, 0138122111, 0138121333, mamageed@sgn.com.sa
Saudi German Aluminum Products Co. (SABKCO), 0126356222, 0126081752, monther@sgapco.com
Saudi German Aluminum Products Co. (SABKCO), 0126356222, 0126081752, monther@sgapco.com
Saudi German Aluminum Products Co. (SABKCO), 0126356222, 0126081752, monther@sgapco.com
Saudi German Aluminum Products Co. (SABKCO), 0126356222, 0126081752, monther@sgapco.com
Saudi Modern Co. For Manufacturing Specialized Electrical Wires And Cables, 0112650850, 0112651737, rcgc@riyadh-cables.com
Saudi Modern Co. For Manufacturing Specialized Electrical Wires And Cables, 0112650850, 0112651737, rcgc@riyadh-cables.com
Saudi Modern Cable Manufacturing Company , 0112651415, 0112651423, rcgc@riyadh-cables.com
Saudi Modern Cable Manufacturing Company , 0112651415, 0112651423, rcgc@riyadh-cables.com
Saudi Modern Cable Manufacturing Company , 0112651415, 0112651423, rcgc@riyadh-cables.com
Saudi Modern Cables Manufacturing Co. Ltd. - Riyadh Cables, 0112650850, 0112652062, rcgc@riyadh-cables.com
Saudi Modern Cables Manufacturing Co. Ltd. - Riyadh Cables, 0112650850, 0112652062, rcgc@riyadh-cables.com
Saudi Modern Co. For Metal Cable & Plastic Industry - Riyadh Cables & Metals, 0112650850, 0112651423, rcgc@riyadh-cables.com
Saudi Modern Co. For Metal Cable & Plastic Industry - Riyadh Cables & Metals, 0112650850, 0112651423, rcgc@riyadh-cables.com
Saudi Modern Co. For Metal Cable & Plastic Industry - Riyadh Cables & Metals, 0112650850, 0112651423, rcgc@riyadh-cables.com
Saudi Modern Co. For Metal Cable & Plastic Industry - Riyadh Cables & Metals, 0112650850, 0112651423, rcgc@riyadh-cables.com
Saudi Gulf Hydraulic Company Limited, 0112651616, 0112651722, sghcl@sghcl.com
Saudi Gulf Environmental Protection Company Limited, 0112650970, 0112653970, sepcoriyadh@hotmail.com
Saudi Arabian Glass Co. Ltd., 0126377462, 0126377462, sagco@sagco.net
Saudi Arabian Glass Co. Ltd., 0126377462, 0126377462, sagco@sagco.net
Saudi Technical Plastic Company, 0112651121, 0112652164, salimkhodr@gmail.com
Saudi Technical Plastic Company, 0112651121, 0112652164, salimkhodr@gmail.com
Saudi Technical Plastic Company, 0112651121, 0112652164, salimkhodr@gmail.com
Saudi Kuwait Furniture Manufacturing Company, 0112652160, 0112652167, skchrome@hotmail.com
Saudi Kuwait Furniture Manufacturing Company, 0112652160, 0112652167, skchrome@hotmail.com
Saudi Kuwait Fiber Products Company, 0114981312, 0114981308, kassem1960@hotmail.com
Saudi New Zealand Dairy Company, 0138122200, 0138121248, saleh.alomari@fonterra.com
Saudi Dutch Company for Industrial Wood, 0114985603, 0114982765, info@saudiartificialtimber.com
Saudi Aluminum Recycling Co. Ltd. (SRCO), 0126718628, 0126718628, abdullatif53@gemel.com
Saudi Aluminum Recycling Co. Ltd. (SRCO), 0126718628, 0126718628, abdullatif53@gemel.com
Saudi Company for the production of frankincense and its derivatives, 0126366869, 026366869, salghamdi@gandour.com
Saudi Company for the production of frankincense and its derivatives, 0126366869, 026366869, salghamdi@gandour.com
Saudi Cooling Rooms Manufacturing Company , 0112650990, 0112651079, zaib.mohammad@cgs.com.sa
Saudi Cooling Rooms Manufacturing Company , 0112650990, 0112651079, zaib.mohammad@cgs.com.sa
Saudi Cooling Rooms Manufacturing Company , 0112650990, 0112651079, zaib.mohammad@cgs.com.sa
Saudi Cooling Rooms Manufacturing Company , 0112650990, 0112651079, zaib.mohammad@cgs.com.sa
Saudi Building Materials Company, 0126356605, 0126740508, m.almalki@sbm-co.com
Saudi Company for the production of cleaning materials, 0138121135, 0138123336, raddad@sidco.com.sa
Saudi Company for the production of cleaning materials, 0138121135, 0138123336, raddad@sidco.com.sa
Saudi Company for the production of cleaning materials, 0138121135, 0138123336, raddad@sidco.com.sa
Saudi Company for the production of cleaning materials, 0138121135, 0138123336, raddad@sidco.com.sa
Saudi Company for the production of cleaning materials, 0138121135, 0138123336, raddad@sidco.com.sa
Saudi Recycling Company for Paper and Waste, 0138123880, 0138121060, yousseri@saudipaper.com
Saudi Recycling Company for Paper and Waste, 0138123880, 0138121060, yousseri@saudipaper.com
Saudi Recycling Company for Paper and Waste, 0138123880, 0138121060, yousseri@saudipaper.com
Saudi Ceramic Pipe Production Company , 0114980772, 0114984815, saad@svcpfactory.com
Saudi Ceramic Pipe Production Company , 0114980772, 0114984815, saad@svcpfactory.com
Saudi Ceramic Pipe Production Company , 0114980772, 0114984815, saad@svcpfactory.com
Saudi Ceramic Pipe Production Company , 0114980772, 0114984815, saad@svcpfactory.com
Saudi Ceramic Pipe Production Company , 0114980772, 0114984815, saad@svcpfactory.com
Saudi Ceramic Pipe Production Company , 0114980772, 0114984815, saad@svcpfactory.com
Saudi Ceramic Pipe Production Company , 0114980772, 0114984815, saad@svcpfactory.com
Saudi Formica Sheets Company , 0138123598, 0138123410, formica@rakco.com.sa
Saudi Formica Sheets Company , 0138123598, 0138123410, formica@rakco.com.sa
Saudi Formica Sheets Company , 0138123598, 0138123410, formica@rakco.com.sa
Saudi Formica Sheets Company , 0138123598, 0138123410, formica@rakco.com.sa
Saudi Steel Pipe Company, 0138122222, 0138121005, info@sspipe.com
Saudi Steel Pipe Company, 0138122222, 0138121005, info@sspipe.com
Saudi Steel Pipe Company Limited , 0138122222, 0138121005, a.hamid@sspipe.com
Saudi Air Distribution Systems Company, 0114982984, 0114982497, jawhari@safid.com
Saudi Paper Processing Company, 0126081649, 026081649, jeddeh@simpex.com.sa
Saudi Paper Processing Company, 0126081649, 026081649, jeddeh@simpex.com.sa
Saudi Paper Converting Company, 0138123210, 0138123229, hassan@saudipaper.com
Saudi Steel Manufacturing Company , 0126352173, 0126352173, sbsmfg@saudibuilding.org
Saudi Steel Manufacturing Company , 0126352173, 0126352173, sbsmfg@saudibuilding.org
Saudi Steel Manufacturing Company , 0126352173, 0126352173, sbsmfg@saudibuilding.org
Saudi Metal Packaging Company, 0138411800, 0138121137, mahmavd@sacco-smc.com
Saudi Aluminum Industries Company - Salmco, 0114484322, 0114467523, salumco@salumco.com
Saudi Foam Industries Industries Company, 0138122080, 0138122096, spak@saudipack.com.sa
Saudi Foam Industries Industries Company, 0138122080, 0138122096, spak@saudipack.com.sa
Saudi Foam Industries Industries Company, 0138122080, 0138122096, spak@saudipack.com.sa
Saudi Company for the manufacture of foam dishes, 0126082099, 026082099, Waheed@saudipack.com
Saudi Company for the manufacture of foam dishes, 0126082099, 026082099, Waheed@saudipack.com
Saudi Metal Manufacturing Co. Ltd., 0126376069, 0126365433, fballout@smcinteriors.com
Saudi Aluminum Manufacturing Company SALMCO, 0114484322, 0114467523, salumco@salumco.com
Saudi Furniture Manufacturing Company, 0114385599, 0112652309, athath@carpets.com
Saudi Bitumen Industry Co. Ltd., 0112652602, 0112652524, bitumen@saudibitumen.com
Saudi Refrigerator Manufacturing Company, 0126373202, 0126363858, srmco@srmco.com.sa
Saudi Refrigerator Manufacturing Company, 0126373202, 0126363858, srmco@srmco.com.sa
Saudi Tin Manufacturing Company Limited, 0126092214, 026092214, abashenfr@scm-co.com
Saudi Fuse Manufacturing Co. Ltd., 0126379380, 026379380, zahid@avksvmc.com
Saudi Filters Manufacturing Company, 0138121184, 0138121050, info@saudifilter.com
Saudi Filters Manufacturing Company, 0138121184, 0138121050, info@saudifilter.com
Saudi Filters Manufacturing Company, 0138121184, 0138121050, info@saudifilter.com
Saudi Filters Manufacturing Company, 0138121184, 0138121050, info@saudifilter.com
Saudi Air Conditioner Company, 0126363731, 026363731, MOHAMMED.GHALLAB@SAMCO.COM.SA
Saudi Air Conditioner Company, 0126363731, 026363731, MOHAMMED.GHALLAB@SAMCO.COM.SA
Saudi Paper Manufacturing Company, 0138121016, 0138121060, haris.ali@saudipaper.com
Saudi Pump Manufacturing Company, 0112651603, 0112650940, 00000@00000000.com
Saudi Carpet Making Company - MATEX, 0126081133, 0126081251, awad.m@mattex.com
Saudi Carpet Making Company - MATEX, 0126081133, 0126081251, awad.m@mattex.com
Saudi Carpet Making Company - MATEX, 0126081133, 0126081251, awad.m@mattex.com
Saudi Carpet Making Company - MATEX, 0126081133, 0126081251, awad.m@mattex.com
Saudi Cargo Manufacturing Company, 0114659975, 0114647540, email@hotmail.com
Saudi Pipe Coating Company, 0138473288, 0138472316, sales.s3c@s3c-me.com
Saudi Packaging & Packaging Co. (SPAPC), 0125200216, 025200216, Olaymoneer6@hotmail.com
Saudi Packaging & Metal Company , 0138121800, 0138121137, accounts@sacco-smc.com
Saudi Ready Mix Concrete Company, 0138472704, 0138473737, ali.rashed@Saudireadymix.com.sa
Saudi Ready Mix Concrete Company, 0138822373, 0138822037, mohammed.alshehri@saudireadymix.com.sa
Saudi Industrial Paints Company, 0138472299, 0138473780, info@sipco.com.sa
Saudi Basic Industries Corporation (SABIC), 0112258992, 0112258904, almarzougia@sabic.com
Saudi Basic Industries Corporation (SABIC), 0138108433, 0138108420, aalmarzooq@sabic.com
Saudi Leather Industries Co. Ltd., 0138121066, 0138122253, sales@saudileather.com
Saudi Leather Industries Co. Ltd., 0138121066, 0138122253, sales@saudileather.com
Saudi Leather Industries Co. Ltd., 0138121066, 0138122253, sales@saudileather.com
Saudi Company for Limestone Industries, 0112651824, 0112651175, secretary@saudilime.com
Saudi Company for Limestone Industries, 0112651824, 0112651175, secretary@saudilime.com
Saudi Pharmaceutical Industries Company, 0163304450, 0163220010, yasser.aljarbou@spimaco.sa
Saudi Pharmaceutical Industries Company, 0163304450, 0163220010, yasser.aljarbou@spimaco.sa
Saudi Pharmaceutical Industries Company, 0163304450, 0163220010, yasser.aljarbou@spimaco.sa
Saudi Pharmaceutical Industries Company, 0112650450, 0112650383, info@saudi-pharma.net
Saudi Pharmaceutical Industries Company, 0112650450, 0112650383, hr@saudi-pharma.net
Saudi Electrical Industries Company / Copper Products Factory, 0126080643, 026080643, r.ahmed@seico.com.sa
Saudi Electrical Industries Company / Copper Products Factory, 0126080643, 026080643, r.ahmed@seico.com.sa
Saudi Electrical Industries Co , 0126080643, 026080643, sami_seico@yahoo.com
Saudi Electrical Industries Co , 0126080643, 026080643, sami_seico@yahoo.com
Saudi Electrical Industries Co , 0126080643, 026080643, sami_seico@yahoo.com
Saudi Chemical Industries Co. Ltd., 0126374857, 026374857, abdulatis@scibailts.com
Saudi Chemical Industries Co. Ltd., 0126374857, 026374857, abdulatis@scibailts.com
Saudi Metallurgical & Galvanization Company (Saudi Metin), 0126380945, 026380945, talal@saudimetin.co
Saudi Mechanical Industries Company, 00112651979/129, 0112651494, admin@smi.com.sa
Saudi Mechanical Industries Company, 00112651979/129, 0112651494, admin@smi.com.sa
Saudi Company for Testing and Testing, 0114794075, 0114093000, ahmad.barrak@gmail.com
Saudi Electricity Company, 0114086195, 0114086027, rlercdv@se.com.sa
Saudi Electricity Company, 0114086195, 0114086027, rlercdv@se.com.sa
Saudi Electricity Company, 0114086195, 0114086027, rlercdv@se.com.sa
Saudi Company for Chemicals and Pesticides, 0114488079, 0114486792, salah_vip05@yahoo.com
Saudi Light Food Company Limited, 0112018888, 0112011188, abdullah.al-nafie@pepsico.com
Saudi Light Food Company Limited, 0112018888, 0112011188, abdullah.al-nafie@pepsico.com
Saudi Light Food Company Limited, 0112018888, 0112011188, abdullah.al-nafie@pepsico.com
Saudi Light Food Company Limited, 0112018888, 0112011188, abdullah.al-nafie@pepsico.com
Saudi Light Food Company Limited, 0112018888, 0112011188, abdullah.al-nafie@pepsico.com
Saudi Light Food Company Limited, 0126080295, 0126082220, husin.alabduli@pepsico.com
Saudi Light Food Company Limited, 0126080295, 0126082220, husin.alabduli@pepsico.com
Saudi Light Food Company Limited, 0112011188, 0112011188, emil@hotmail.com
Saudi Private Lab Company , 0138143417, 038143417, aalqarni@motabaqah.com
Saudi Quarters Company , 0114160110, 0146549907, thaif@motabaqah.com
Saudi Concrete Products Co. (SKIP), 0112241111, 0112659479, hdjh@h.com
Saudi Concrete Products Co. (SKIP), 0112241111, 0112659479, hdjh@h.com
Saudi Health Products Company , 0114980820, 0114984879, dispro@dispro.net
Saudi Health Products Company , 0114980820, 0114984879, dispro@dispro.net
Saudi Chemical Company, 0138121035, 0138121201, alashqar@atco.com.sa
Saudi Commercial Forms Company Limited, 0126370430, 026370430, anissbf@gmail.com
Saudi Dairy & Food Products Co. - SADAFCO, 0138121211, 0138578801, talal.alnounou@sadafco.com
Saudi Dairy and Food Products Co. (SADAFCO), 0126361440, 0126368728, talal.alnonou@sadafco.com
Saudi Dairy and Food Products Co. (SADAFCO), 0126361440, 0126368728, talal.alnonou@sadafco.com
Saudi Company for Fluorescent Chandelier, 0126374417, 026374417, info@sacif.com
Saudi Company for Fluorescent Chandelier, 0126374417, 026374417, info@sacif.com
Saudi Company for Fluorescent Chandelier, 0126374417, 026374417, info@sacif.com
Saudi Automotive & Equipment Services Co. (SASCO)                         , 0112068855, 0112068833, hassann@sasco.com.sa
Saudi Rubber Products Company, 0138121919, 0138121818, ceo@saudirubber.com
Saudi Rubber Products Company, 0138121919, 0138121818, ceo@saudirubber.com
Eastern Co. for Carton Industry - Esernpack, 0138121341, 0138121305, fouad.khalil@easternpak.com
Eastern Co. For Carton Industries (Eastern Pack), 0138121341, 0138121305, Samer.Antonios@easternpak.com
Eastern Company for Printing and Press, 0138471404, 0138471396, alkhnani@hotmail.com
United Industrial Company for the manufacture of paints, 0126377555, 0126380067, hoadmin@uicpint.com
United Industrial Company for the manufacture of paints, 0126377555, 0126380067, hoadmin@uicpint.com
United Industrial Company for the manufacture of paints, 0126377555, 0126380067, hoadmin@uicpint.com
Industrial Company for Global Shelves, 0126376699, 0126364611, al.khashib@usico.com.sa
Industrial Company for Global Shelves, 0126376699, 0126364611, al.khashib@usico.com.sa
Industrial Company for Global Shelves, 0126376699, 0126364611, al.khashib@usico.com.sa
Industrial Company for Global Shelves, 0126376699, 0126364611, al.khashib@usico.com.sa
Industrial Company for Global Shelves, 0126376699, 0126364611, al.khashib@usico.com.sa
Industrial Co. For Aluminum & Marble - Archital, 0112652042, 0112651718, archital2000@yahoo.com
Industrial Company for Casting and Sanitary Ware, 0114480107, 0114464976, abdulaziz@saudicast.com
Industrial Company for Casting and Sanitary Ware, 0114480107, 0114464976, abdulaziz@saudicast.com
Industrial Company for Casting and Sanitary Ware, 0114480107, 0114464976, abdulaziz@saudicast.com
International Paints Manufacturing Co, 0126389680, 026389680, sipespaivlts@hotmail.com
International Aluminum Company - ALINCO, 0112651221, 0112651505, info@ggc.com.sa
General Company for Technical Projects , 0148235121, 048235121, gulf.tepco@tepcoegypt.com
Saudi Arabia Japanese Pharmaceutical Products Co. Ltd., 0126080514, 0126379997, saeed.almalki@sajapharma.com
Saudi Arabia Japanese Pharmaceutical Products Co. Ltd., 0126080514, 0126379997, saeed.almalki@sajapharma.com
Saudi Arabian Metal Manufacturing Company, 0138123285, 0138123293, safamisales@safami.com.sa
Ductile Iron Pipes Company , 0138121001, 0138471645, thamers@amiantit.com
Ductile Iron Pipes Company , 0138121001, 0138471645, thamers@amiantit.com
Ductile Iron Pipes Company , 0138121001, 0138471645, thamers@amiantit.com
Saudi Arabian Packaging Materials Company, 0138471322, 0138474120, info@sapin.com
Saudi Arabian Packaging Materials Company, 0138471322, 0138474120, info@sapin.com
SAUDI ARABIA COMPANY FOR CONCRETE PRODUCTS LTD, 0138471500, 0138471645, thamers@amiantit.com
SAUDI ARABIA COMPANY FOR CONCRETE PRODUCTS LTD, 0138471500, 0138471645, thamers@amiantit.com
Arab Chemical Company - Polystyrene, 0126373286, 026373286, H.Khaled@EAJB.com.sa
Arab Chemical Co. (Polystyrene), 0126372485, 0126373286, h.khalaf@eajb.com.sa
Arab Chemical Co. (Polystyrene), 0126372485, 0126373286, h.khalaf@eajb.com.sa
Arab Cable Production Company - Plascom, 0112650255, 0112650270, info@plascom.com.sa
Arabian Oud & Oriental Perfumes Trading Company, 0114742222, 0112066009, hrustom@arbianoud.com.sa
Arabian Oud & Oriental Perfumes Trading Company, 0114742222, 0112066009, hrustom@arbianoud.com.sa
Arabian Oud & Oriental Perfumes Trading Company, 0114742222, 0112066009, hrustom@arbianoud.com.sa
Arabian company for the decoration and decoration of glass, 0114995602, 0114985634, ashouryglass@hotmail.com
Arab Furniture Manufacturing Company , 0114980808, 0114981216, info@athath.com
Arab Furniture Manufacturing Company , 0114980808, 0114981216, info@athath.com
Arab Company for Manufacturing Medical Products - Attn, 0114985895, 0114985903, info@enayah.com
Arab Company for Manufacturing Medical Products - Attn, 0114985895, 0114985903, info@enayah.com
Arab Co. For Aluminum Extrusion & Coloring, 0126380650, 026380650, aralex@aralex.net
Arab Co. For Aluminum Extrusion & Coloring, 0126380650, 026380650, aralex@aralex.net
Arab Co. For Aluminum Extrusion & Coloring, 0126380650, 026380650, aralex@aralex.net
Arabian Drilling Equipment & Drilling Industries Company, 0138121180, 0138121139, steve-porter@halliburton.com
Arabian Company for the manufacture of blankets and pillows, 0114982226, 0112411553, accp@satex.com.sa
Arab Plastic Manufacturing Company - APLCO, 0114480250, 0114480543, info@aplaco.com.sa
Arab Paper Manufacturing Co. Ltd. - Paper, 0138121255, 0138121251, hussam.almulla@waraq.com
Arab Paper Manufacturing Co. Ltd. - Paper, 0138121255, 0138121251, hussam.almulla@waraq.com
Arab Paper Manufacturing Co. Ltd. - Paper, 0138121255, 0138121251, hussam.almulla@waraq.com
Arab Aluminum Company Limited, 0126080805, 0126081212, tarek.chidiac@alumcogroup.com
Arab Tiles Company, 0126147020, 0126147030, khamisk@artic.com.sa
Arab Tiles Co. Ltd, 0112652101, 0112651054, info@artic.com.sa
Arab Tiles Co. Ltd, 0112652101, 0112651054, info@artic.com.sa
Arab Tiles Co. Ltd, 0112652101, 0112651054, info@artic.com.sa
Arab Tiles Co. Ltd., 0112652101, 0112651054, khamisk@artic.com.sa
Arab Company for Industrialization and Electrical Services , 0112650101, 0112653009, factory@mesco-sa.com
Arab Company for Industrialization and Electrical Services , 0112650101, 0112653009, factory@mesco-sa.com
Arabian Packaging Co. (Sahari Pack), 0126380826, 026380826, anada@saharipack.com
, , , 
Arab Galvanization Company , 0138974415, 0138123613, subra@agc.com.sa
Arab Galvanization Company , 0138974415, 0138123613, subra@agc.com.sa
Arab Slavonic Company Limited, 0122681515, 0126081460, mansour@asco.com.sa
Arab Co. For Precision Industries , 0112652651, 0112652913, sales@api-co.com
Arab Co. For Precision Industries , 0112652651, 0112652913, sales@api-co.com
Arab Solar Energy Company, 0112651573, 0112651556, a.alghamdi@olayangroup.com
Arabian Perfumes Company Limited, 0126374771, 0126378918, mtaheni@patic.com.sa
Arabian Perfumes Company Limited, 0126374771, 0126378918, mtaheni@patic.com.sa
Arabian Perfumes Company Limited, 0126374771, 0126378918, mtaheni@patic.com.sa
Arabian Spinning & Textile Company , 0138122093, 0138121204, a-stbcoo@yahoo.com
Arabian Spinning & Textile Company , 0138122093, 0138121204, a-stbcoo@yahoo.com
Arab Transformers Company , 0138122199, 0138122199, atc@arabianrransformers.com
Arab Transformers Company , 0138122199, 0138122199, atc@arabianrransformers.com
Arab Transformers Company , 0138122199, 0138122199, atc@arabianrransformers.com
Arab Pharmaceutical Company Limited, 0125212901, 0125212901, MajedOtaibi@arabio.com
Arab Printing Press, 0114983303, 0114983547, info@alkhereijigroup.com
Arab Company for Metals and Chemicals, 0138473472, 0138473472, amc.controller@misaudi.com
Arab Company for Leather Products, 0112652523, 0112651042, alfaeo126@hotmail.com
Arab Company for Chemical Products - APCO, 0112652207, 0112651583, abdul5_apco@hotmail.com
Arab Paper Products Company, 0138826291, 0138826291, ks.yakub@oshco.com
Arabian Glass Insulation Materials Co. Ltd., 0138471519, 0138473605, almoryear@afico.com.sa
Arab Company for Sealants Limited, 0138471950, 0138472823, malyousef@arabianseals.com
